"pmid","author","last_author","doi","publication_date"
"16387381","Spilki FR","Arns CW","10.1016/j.virusres.2005.08.010","2005/08/12 00:00"
"10534737","Johnson AM","Nichol ST","10.1002/(sici)1096-9071(199912)59:4<527::aid-jmv17>3.0.co;2-y","1999/10/27 00:01"
"11451484","Saeed MF","Barrett AD","10.1016/s0168-1702(01)00262-3","2001/10/26 10:01"
"15977228","Raboni SM","dos Santos CN","10.1002/jmv.20398","2005/11/04 09:00"
"15663849","Suzuki A","Souza LT","10.3201/eid1012.040295","2005/02/19 09:00"
"19001829","de Sousa RL","Pinto AA","10.1159/000171818","2008/07/28 00:00"
"19103306","Melo-Silva CR","Brigido MM","10.1016/j.meegid.2008.11.008","2008/11/24 00:00"
"19193295","Bernardes-Terzian AC","Nogueira ML","10.3201/eid1502.080401","2009/02/06 09:00"
"17705031","de Brito Magalhães CL","Ferreira PC","10.1007/s11262-007-0138-4","2007/07/02 00:00"
"17553235","Azevedo RS","Vasconcelos PF","10.3201/eid1306.061114","2007/07/25 09:00"
"18796727","Lambert AJ","Lanciotti RS","10.1099/vir.0.2008/002253-0","2008/10/28 09:00"
"19439468","Mohamed M","Elliott RM","10.1128/JVI.02080-08","2009/05/15 09:00"
"35238330","Habermann D","Hoffmann D","10.1093/bioinformatics/btac134","2021/11/21 00:00"
"16227239","Bernardi F","Ito FH","10.1099/vir.0.81223-0","2006/01/18 09:00"
"18805029","dos Santos DR","Pinto MA","10.1016/j.tvjl.2008.08.001","2008/07/08 00:00"
"17680325","Kobayashi Y","Sakai T","10.1007/s00705-007-1033-y","2007/06/14 00:00"
"16082111","Kobayashi Y","Sakai T","10.1292/jvms.67.647","2005/10/06 09:00"
"18941881","Sato G","Sakai T","10.1007/s11262-008-0290-5","2008/09/23 00:00"
"18057829","Kobayashi Y","Sakai T","10.1292/jvms.69.1145","2008/01/11 09:00"
"20018256","Kobayashi Y","Sakai T","10.1016/j.meegid.2009.12.003","2009/12/03 00:00"
"23382036","Passos AM","Granato CF","10.1002/jmv.23494","2013/02/06 06:00"
"23405322","Eller MR","De Paula SO","10.1128/genomeA.00006-12","2012/10/18 00:00"
"24699949","Neves PR","Lincopan N","10.1128/genomeA.00061-14","2014/04/05 06:00"
"15528863","Shoji Y","Sakai T","10.1292/jvms.66.1271","2005/01/19 09:00"
"12113496","Heinemann MB","Richtzenhain LJ","10.1017/s095026880200688x","2002/07/24 10:01"
"21473884","Campos AC","Favoretto SR","10.1016/j.jviromet.2011.03.030","2011/03/24 00:00"
"20116328","Lopes Dos Santos DR","Pinto MA","10.1016/j.jcv.2009.12.021","2009/12/22 00:00"
"20551913","Brun J","Stojdl DF","10.1038/mt.2010.103","2010/06/17 06:00"
"23638063","Bittar C","Rahal P","10.1371/journal.pone.0062393","2013/03/22 00:00"
"24475112","Mohd Jaafar F","Attoui H","10.1371/journal.pone.0086392","2013/12/07 00:00"
"23028722","Amorim JH","de Souza Ferreira LC","10.1371/journal.pone.0044984","2012/08/15 00:00"
"21632560","McElhinney LM","Fooks AR","10.1099/vir.0.032748-0","2011/06/03 06:00"
"10466985","Warner CK","Rupprecht CE","10.4269/ajtmh.1999.60.502","1999/08/31 00:01"
"21301181","Mochizuki N","Sakai T","10.1292/jvms.10-0238","2011/02/09 06:00"
"18983685","Kobayashi Y","Sakai T","10.1186/1746-6148-4-44","2008/11/05 00:00"
"17376554","Mascarenhas JD","Leite JP","10.1016/j.virusres.2007.02.010","2007/02/08 00:00"
"17889396","Carnieli P Jr","Kotait I","10.1016/j.virusres.2007.08.007","2007/08/09 00:00"
"17651213","Villar LM","Gaspar AM","10.1111/j.1472-765X.2007.02164.x","2007/10/17 09:00"
"20637811","Castilho JG","Kotait I","10.1016/j.virusres.2010.07.012","2010/07/06 00:00"
"11230448","Santos N","Hoshino Y","10.1128/JCM.39.3.1157-1160.2001","2001/07/20 10:01"
"11748654","de Paula VS","Gaspar AM","10.1002/jmv.2106","2002/02/06 10:01"
"12482662","Goncalvez AP","Liprandi F","10.1006/viro.2002.1686","2003/02/14 04:00"
"12751316","dos Santos CL","Rocco IM","10.1590/s0036-46652003000100003","2003/06/05 05:00"
"11326034","Araújo IT","Leite JP","10.1128/JCM.39.5.1999-2001.2001","2001/08/17 10:01"
"19442690","Carnieli P Jr","Timenetsky Mdo C","10.1016/j.virusres.2009.05.001","2009/05/03 00:00"
"12185377","Miagostovich MP","Nogueira RM","10.1590/s0100-879x2002000800002","2003/02/11 04:00"
"12243274","Clavijo A","Lopez JW","10.1136/vr.151.10.301","2003/01/29 04:00"
"15286818","Santos CL","Rocco IM","10.1590/s0036-46652004000300005","2004/11/16 09:00"
"15613313","Cologna R","Rico-Hesse R","10.1128/JVI.79.2.853-859.2005","2005/01/28 09:00"
"11747745","Favoretto SR","de Mattos CA","10.3201/eid0706.010630","2002/02/09 10:01"
"16081952","Santos N","Hoshino Y","10.1128/JCM.43.8.4064-4069.2005","2005/09/16 09:00"
"16372291","Volotão EM","Santos N","10.1002/jmv.20535","2006/03/10 09:00"
"16911689","De Paula VS","Gaspar AM","10.1111/j.1440-1746.2006.04395.x","2007/05/26 09:00"
"31819139","Rosa UA","Leal É","10.1038/s41598-019-55216-5","2019/11/11 00:00"
"12417956","Pereda AJ","Piccone ME","10.1007/s00705-002-0872-9","2003/01/03 04:00"
"27173789","Baez CF","Varella RB","10.1016/j.virusres.2016.05.004","2016/05/03 00:00"
"24327096","Rosa AC","Cardoso TC","10.1007/s00705-013-1947-5","2013/11/01 00:00"
"20391334","Médici KC","Alfieri AA","10.4238/vol9-1gmr715","2010/04/15 06:00"
"18394292","Figueiredo RM","Farias IP","10.3201/eid1404.071185","2008/08/08 09:00"
"16835701","Diniz JA","Vasconcelos PF","10.1007/s00705-006-0812-1","2006/06/01 00:00"
"19185599","Carnieli P Jr","Kotait I","10.1016/j.virusres.2008.12.015","2008/12/22 00:00"
"12637081","Ito M","Kurane I","10.1016/s1386-6532(02)00048-3","2003/07/02 05:00"
"15297743","Sato G","Sakai T","10.1292/jvms.66.747","2004/09/10 05:00"
"17085890","Kobayashi Y","Sakai T","10.1292/jvms.68.1097","2006/12/15 09:00"
"16773238","Sato G","Sakai T","10.1007/s00705-006-0770-7","2006/03/27 00:00"
"17675798","Kobayashi Y","Sakai T","10.1292/jvms.69.691","2007/10/03 09:00"
"19701711","Mochizuki N","Sakai T","10.1007/s00705-009-0475-9","2009/07/15 00:00"
"20403387","Saitou Y","Sakai T","10.1016/j.jviromet.2010.04.008","2010/04/02 00:00"
"20926638","Kobayashi Y","Gojobori T","10.1099/vir.0.026468-0","2010/10/12 06:00"
"24055656","Kobayashi Y","Sakai T","10.1016/j.virusres.2013.09.020","2013/09/10 00:00"
"16421634","Oh DY","Schreier E","10.1007/s00705-005-0706-7","2005/11/25 00:00"
"16372288","Mascarenhas JD","Leite JP","10.1002/jmv.20537","2006/03/10 09:00"
"16965697","da Rosa ES","Vasconcelos PF","10.3201/eid1208.050929","2006/10/28 09:00"
"16701914","Carnieli P Jr","Kotait I","10.1016/j.virusres.2006.02.007","2006/02/07 00:00"
"16710960","Oliveira R","Kotait I","10.3201/eid1205.051425","2006/09/15 09:00"
"15558184","Villar LM","Gaspar AM","10.1590/s0100-879x2004001200003","2005/05/20 09:00"
"16887200","Villar LM","Gaspar AM","10.1016/j.jviromet.2006.06.008","2006/05/30 00:00"
"17374895","Mascarenhas JDP","Linhares AC","10.1099/jmm.0.46635-0","2007/05/17 09:00"
"17306323","De Paula VS","Gaspar AM","10.1016/j.watres.2006.11.029","2006/11/09 00:00"
"15863275","Schaefer R","Roehe PM","10.1016/j.vetmic.2005.01.023","2005/01/19 00:00"
"22689236","de Souza JA","Lemos EG","10.1128/JB.00563-12","2012/06/13 06:00"
"30355664","Epstein B","Tiffin P","10.1128/mSphere.00386-18","2018/10/26 06:00"
"28894102","Parks DH","Tyson GW","10.1038/s41564-017-0012-7","2017/07/25 00:00"
"26959838","Araújo WL","Loper JE","10.1094/MPMI-02-16-0047-R","2016/03/10 06:00"
"22582382","Hazen TH","Rasko DA","10.1128/JB.00426-12","2012/05/15 06:00"
"33785063","Yahara K","Ohnishi M","10.1186/s13073-021-00860-8","2021/02/24 00:00"
"32763595","Freitas L","Thompson F","10.1016/j.scitotenv.2020.140904","2020/07/09 00:00"
"34200026","Skalický T","Kostygov AY","10.3390/pathogens10060702","2021/05/31 00:00"
"18986251","Glasner JD","Charkowski AO","10.1094/MPMI-21-12-1549","2008/12/19 09:00"
"24824949","Moreira AP","Thompson FL","10.1007/s00284-014-0600-1","2014/03/16 00:00"
"22699502","Bart R","Staskawicz BJ","10.1073/pnas.1208003109","2012/06/16 06:00"
"21183677","Beatson SA","Henderson IR","10.1128/JB.01337-10","2010/12/25 06:00"
"34817761","Almeida OGG","De Martinis ECP","10.1007/s10482-021-01684-7","2021/11/06 00:00"
"29242567","Guizzo MG","Oliveira PL","10.1038/s41598-017-17309-x","2017/11/14 00:00"
"22535939","Amaral GR","Thompson FL","10.1128/JB.00377-12","2012/04/27 06:00"
"23858472","Hazen TH","Rasko DA","10.1073/pnas.1306836110","2013/07/17 06:00"
"21304715","Giongo A","Triplett EW","10.4056/sigs.972221","2011/02/10 06:00"
"24435874","Alencar VC","Nunes LR","10.1128/genomeA.01190-13","2014/01/18 06:00"
"19775431","Bertalan M","Ferreira PC","10.1186/1471-2164-10-450","2009/09/23 00:00"
"21515775","Fauvart M","Michiels J","10.1128/JB.00310-11","2011/04/26 06:00"
"16077101","Vasconcelos AT","Zaha A","10.1128/JB.187.16.5568-5577.2005","2005/09/09 09:00"
"21078967","Hasan NA","Colwell RR","10.1073/pnas.1013825107","2010/11/17 06:00"
"21838888","Sant'Anna FH","Schrank IS","10.1186/1471-2164-12-409","2011/08/12 00:00"
"34579852","Nascimento ECD","Hungaro HM","10.1016/j.fm.2021.103892","2021/08/20 00:00"
"36332674","Ewbank AC","Sacristán C","10.1016/j.actatropica.2022.106740","2022/10/26 00:00"
"12656148","Albuquerque de Barros EVS","Goodfellow M","10.1099/ijs.0.02020-0","2003/06/26 05:00"
"21037006","Silva A","Azevedo V","10.1128/JB.01211-10","2010/11/03 06:00"
"35336163","Vidal Amaral JR","Soares Rosado A","10.3390/microorganisms10030588","2022/02/25 00:00"
"25487637","Fusco da Costa AR","Tortoli E","10.1099/ijs.0.068395-0","2014/12/10 06:00"
"25278529","Oliveira LC","Azevedo V","10.1128/genomeA.00980-14","2014/10/04 06:00"
"31003929","Gladstone RA","Bentley SD","10.1016/j.ebiom.2019.04.021","2019/04/05 00:00"
"25315101","Badotti F","Thompson FL","10.1007/s10482-014-0296-z","2014/09/30 00:00"
"23220954","Luo Q","Steinbüchel A","10.1128/AEM.03016-12","2012/12/12 06:00"
"19280321","Ribeiro LC","Lampe E","10.1007/s00705-008-0279-3","2008/11/11 00:00"
"20405151","Peres-da-Silva A","Lampe E","10.1007/s00705-010-0642-z","2010/01/28 00:00"
"21486472","Vieira DS","Salcedo JM","10.1186/1743-422X-8-165","2011/04/12 00:00"
"23950125","Davidson RM","Strong M","10.1128/genomeA.00617-13","2013/08/21 06:00"
"19881526","Monot M","Cole ST","10.1038/ng.477","2009/09/01 00:00"
"23228887","Cornejo OE","Stanhope MJ","10.1093/molbev/mss278","2012/12/12 06:00"
"26516374","Pacheco LG","Ramos RT","10.7150/jgen.12886","2015/10/31 06:00"
"26251495","Mattos-Guaraldi AL","Ramos RT","10.1128/genomeA.00869-15","2015/08/08 06:00"
"24200077","Wulff NA","Gabriel DW","10.1094/MPMI-09-13-0292-R","2013/11/10 06:00"
"35045387","de Lemos ERS","de Oliveira RC","10.4269/ajtmh.21-0637","2021/10/15 00:00"
"34232058","de Oliveira FF","Rezende JAM","10.1094/PDIS-05-21-1028-PDN","2021/07/08 06:00"
"35729863","Bueno LM","Durigon EL","10.1111/tbed.14636","2022/01/20 00:00"
"36573734","Costa-Silva S","Keid LB","10.3201/eid2901.221549","2022/12/28 06:00"
"35301569","da Silva MS","Canal CW","10.1007/s00705-022-05416-8","2022/02/03 00:00"
"35906453","Guerra JM","de Azevedo Fernandes NCC","10.1007/s42770-022-00804-3","2022/07/21 00:00"
"34696408","Andrade MS","Almeida MAB","10.3390/v13101976","2021/09/23 00:00"
"36298867","Souza UJB","Campos FS","10.3390/v14102311","2022/10/19 00:00"
"36197069","Ikuta N","Lunge VR","10.1111/tbed.14724","2022/03/31 00:00"
"35992690","Vieira AC","Aguiar ERGR","10.3389/fmicb.2022.874319","2022/06/29 00:00"
"35896051","Carmona RCC","Timenetsky MCST","10.1016/j.jcv.2022.105245","2022/07/08 00:00"
"36992466","de Oliveira CH","de Abreu FVS","10.3390/v15030757","2023/03/08 00:00"
"36441804","Pantaleão SQ","Carlan da Silva MC","10.1371/journal.pone.0277953","2022/11/07 00:00"
"36146740","Souza JVC","Slavov SN","10.3390/v14091933","2022/08/23 00:00"
"36749535","Silva ML","Guerra JM","10.1007/s42770-023-00921-7","2023/02/01 00:00"
"37031687","de Souza WM","Weaver SC","10.1016/S2666-5247(23)00033-2","2022/12/13 00:00"
"37088362","Luques MN","Damaso CR","10.1016/j.tmaid.2023.102578","2023/04/19 00:00"
"15380362","Lindstrom SE","Klimov A","10.1016/j.virol.2004.06.009","2004/03/10 00:00"
"20739489","Hoffmann B","Müller T","10.1128/JCM.00612-10","2010/08/27 06:00"
"9725667","Kawaoka Y","Webster RG","10.1016/s0168-1702(98)00038-0","1998/09/02 00:01"
"3369945","Schreier E","Michel S","10.1007/BF01311076","1988/01/01 00:01"
"3214273","Schreier E","Dittmann S","10.1007/BF01311091","1988/01/01 00:01"
"2762132","Schreier E","Michel S","10.1093/nar/17.13.5381","1989/07/11 00:01"
"24209884","Levican J","Gaggero A","10.3201/eid1911.130601","2013/11/12 06:00"
"20826698","Horton DL","Smith DJ","10.1128/JVI.01153-10","2010/09/10 06:00"
"2705299","Kawaoka Y","Webster RG","10.1016/0042-6822(89)90153-0","1989/04/01 00:01"
"22133916","Marek A","Hess M","10.1016/j.vetmic.2011.11.003","2011/10/25 00:00"
"22856199","Hines NL","Miller CL","10.1637/10035-120811-Reg.1","2012/08/04 06:00"
"24388633","Aguirre IM","Celedón MO","10.1016/j.vetmic.2013.11.031","2013/11/14 00:00"
"26992832","De Benedictis P","Corti D","10.15252/emmm.201505986","2016/03/20 06:00"
"16963130","Barr IG","Komadina N","10.1016/j.antiviral.2006.08.002","2006/07/31 00:00"
"23175789","Schmidt AG","Harrison SC","10.1073/pnas.1218256109","2012/11/24 06:00"
"18815724","Cáceres C","Fernández J","10.1007/s00705-008-0200-0","2008/09/01 00:00"
"26450716","Segovia C","Santander J","10.1128/genomeA.00600-15","2015/10/10 06:00"
"15200862","Suarez DL","Alexander DJ","10.3201/eid1004.030396","2004/07/14 05:00"
"20861344","Tsukamoto K","Tada T","10.1128/JCM.01264-10","2010/09/24 06:00"
"21739442","Venegas M","Brahm J","10.1002/jmv.22129","2011/07/09 06:00"
"19179022","Müller I","Valenzuela PD","10.1016/j.vetmic.2008.12.011","2008/12/02 00:00"
"21092282","Kulshreshtha V","Kibenge F","10.1186/1743-422X-7-338","2010/11/23 00:00"
"18680586","Godoy MG","Kibenge FS","10.1186/1746-6148-4-28","2008/08/04 00:00"
"19558648","Kibenge FS","Gallardo A","10.1186/1743-422X-6-88","2009/06/26 00:00"
"25602438","Mathieu C","Retamal P","10.1016/j.virusres.2015.01.008","2015/01/06 00:00"
"25342685","Hernández S","Villanueva RA","10.1128/genomeA.01075-14","2014/10/25 06:00"
"34073836","Zanella L","Brebi P","10.3390/cancers13112569","2021/05/18 00:00"
"21691853","Fernández J","Mora J","10.1007/s00705-011-1049-1","2011/06/02 00:00"
"20350395","Mathieu C","Avalos P","10.3201/eid1604.091402","2010/03/31 06:00"
"28660781","de Wit JJ","Hidalgo H","10.1080/03079457.2017.1346782","2018/05/10 06:00"
"25272189","Martinez-Valdebenito C","Ferrés M","10.3201/eid2010.140353","2014/10/02 06:00"
"23844948","Kibenge MJ","Kibenge FS","10.1186/1743-422X-10-230","2013/07/05 00:00"
"24045108","Cabello J","Millán J","10.1099/vir.0.057851-0","2013/09/21 06:00"
"24268071","Godoy MG","Kibenge FS","10.1186/1743-422X-10-344","2013/11/18 00:00"
"30054993","Mena J","Neira V","10.1111/tbed.12984","2018/07/19 00:00"
"26345598","Nelson M","Norambuena J","10.1371/currents.outbreaks.c8b3207c9bad98474eca3013fa933ca6","2015/09/09 06:00"
"33291219","Sieg M","Napolitano C","10.3390/v12121397","2020/11/28 00:00"
"27296722","Godoy MG","Kibenge FS","10.1186/s12985-016-0554-y","2016/06/02 00:00"
"27257210","Retamales J","Santander J","10.1128/genomeA.00336-16","2016/06/04 06:00"
"26611910","Tognarelli J","Fernández J","10.1007/s00705-015-2695-5","2015/11/17 00:00"
"30334729","Delatorre E","Bello G","10.3201/eid2411.180586","2018/10/20 06:00"
"25472899","Godoy MG","Kibenge FS","10.1186/s12985-014-0204-1","2014/11/15 00:00"
"33238057","Sacristán I","Napolitano C","10.1111/tbed.13937","2020/06/18 00:00"
"33429927","Vergara-Wilson V","Cabello-Stom J","10.3390/pathogens10010051","2021/01/01 00:00"
"31244483","Álvarez-Varas R","Cárdenas WB","10.3354/dao03381","2019/06/28 06:00"
"29360401","Rivera D","Switt AIM","10.4315/0362-028X.JFP-17-075","2019/09/10 06:00"
"30297290","Lucero Y","Quense J","10.1016/j.jpeds.2018.08.037","2018/07/27 00:00"
"32605754","Agüero B","Neira V","10.1016/j.vetmic.2020.108726","2020/05/05 00:00"
"15479837","Padula P","Murúa R","10.1128/JVI.78.21.11972-11979.2004","2004/11/17 09:00"
"19774690","Di Lello FA","Campos RH","10.1002/jmv.21607","2009/09/24 06:00"
"19107972","Escobar C","Avendaño LF","10.1002/jmv.21399","2008/12/25 09:00"
"16563664","Pizarro-Lucero J","de Calisto A","10.1016/j.vetmic.2006.02.009","2006/02/06 00:00"
"11676423","Vega I","Cristina J","10.1007/s007050170084","2002/01/05 10:01"
"14513715","Tischler ND","Valenzuela PD","10.4067/s0716-97602003000200010","2004/01/13 05:00"
"19116256","Medina RA","Hjelle B","10.1128/JVI.01057-08","2009/01/01 09:00"
"19587034","Zabala B","Hertwig S","10.1128/JVI.00672-09","2009/07/10 09:00"
"20105216","Bastías R","Espejo RT","10.1111/j.1462-2920.2010.02143.x","2010/01/29 06:00"
"12417953","Yung V","Fernández J","10.1007/s00705-002-0894-3","2003/01/03 04:00"
"12417947","Johnson N","Fooks AR","10.1007/s00705-002-0877-4","2003/01/03 04:00"
"11714961","Kibenge FSB","McGeachy S","10.1099/0022-1317-82-12-2869","2002/01/10 10:01"
"17394643","Kibenge FS","Joseph T","10.1186/1743-422X-4-34","2007/03/29 00:00"
"11411649","Kibenge FS","Wadowska D","10.3354/dao045009","2001/07/20 10:01"
"17947536","Kibenge FSB","McGeachy S","10.1099/vir.0.83097-0","2007/12/07 09:00"
"20810724","Cottet L","Spencer E","10.1128/JVI.01202-10","2010/09/03 06:00"
"25480750","Toro-Ascuy D","Cortez-San Martín M","10.1128/AEM.03153-14","2014/12/07 06:00"
"19034606","Vike S","Nylund A","10.1007/s00705-008-0251-2","2008/10/29 00:00"
"22886279","Plarre H","Vike S","10.1007/s00705-012-1438-0","2012/06/29 00:00"
"29357361","Fischer S","Homeier-Bachmann T","10.1371/journal.pntd.0006182","2017/12/19 00:00"
"31787939","Moreno-Switt AI","Toro M","10.3389/fmicb.2019.02503","2019/10/17 00:00"
"31134010","Urrejola C","Díez B","10.3389/fmicb.2019.00950","2019/04/15 00:00"
"34007059","Moya-Beltrán A","Quatrini R","10.1038/s41396-021-00995-x","2021/04/21 00:00"
"26141111","Pulgar R","Cambiazo V","10.1186/s12864-015-1716-9","2015/06/23 00:00"
"26220311","Pulgar R","Cambiazo V","10.1016/j.jbiotec.2015.07.017","2015/07/21 00:00"
"35076271","Braun P","Stoecker K","10.1128/msystems.01361-21","2022/01/26 06:01"
"36327129","Bennett B","Ramirez VN","10.1111/tbed.14747","2022/07/08 00:00"
"25934793","Palacios G","Tesh RB","10.1099/vir.0.000170","2015/05/03 06:00"
"22843858","Yu Q","Tijssen P","10.1128/JVI.01267-12","2012/07/31 06:00"
"20836894","Mendez JA","Gallego-Gomez JC","10.1186/1743-422X-7-226","2010/09/14 00:00"
"19874927","Kelly EP","Falgout B","10.1016/j.vaccine.2009.10.084","2009/10/02 00:00"
"21325481","Palacios G","Lipkin WI","10.1099/vir.0.029389-0","2011/02/18 06:00"
"22825698","Pauszek SJ","Rodriguez LL","10.1007/s00705-012-1420-x","2012/06/10 00:00"
"27081129","Fowler VL","King DP","10.1128/genomeA.00249-16","2016/04/16 06:00"
"25405805","Caicedo Y","Willoughby RE Jr","10.1097/INF.0000000000000624","2014/11/19 06:00"
"30157270","Jiménez-Silva CL","Ocazionez RE","10.1371/journal.pone.0203090","2018/08/14 00:00"
"35697300","Lopez-Osorio MC","Navas MC","10.1016/j.virusres.2022.198847","2022/06/06 00:00"
"19619216","Villabona-Arenas CJ","Jimenez RE","10.1111/j.1365-3156.2009.02339.x","2009/07/22 09:00"
"20810837","Ospina MC","Osorio JE","10.4269/ajtmh.2010.09-0766","2010/09/03 06:00"
"18764951","Usme-Ciro JA","Gallego-Gomez JC","10.1186/1743-422X-5-101","2008/09/02 00:00"
"18931062","Bourhy H","Holmes EC","10.1099/vir.0.2008/003913-0","2009/01/13 09:00"
"21941645","Cortes-Mancera F","Navas MC","10.1155/2011/363205","2011/07/21 00:00"
"21645647","Alvarado-Mora MV","Pinho JR","10.1016/j.meegid.2011.05.020","2011/05/20 00:00"
"20872715","Mora MV","Pinho JR","10.1002/jmv.21908","2010/09/28 06:00"
"22802436","Osorio JE","Hofmeister E","10.4269/ajtmh.2012.11-0655","2012/07/18 06:00"
"26186516","Montoya-Ruiz C","Fulhorst CF","10.1089/vbz.2014.1739","2015/07/18 06:00"
"22200894","Garcia J","Halsey ES","10.1007/s00705-011-1204-8","2011/11/21 00:00"
"20151164","Hassani-Mehraban A","Kormelink R","10.1007/s00705-010-0590-7","2009/12/14 00:00"
"21284514","Londoño AF","Rodas JD","10.1089/vbz.2010.0129","2011/02/03 06:00"
"24950886","Espinal MA","Ruiz-Saenz J","10.1016/j.vetmic.2014.05.019","2014/05/09 00:00"
"29472617","Telford M","Santpere G","10.1038/s41598-018-21645-x","2018/01/31 00:00"
"29016603","Jaramillo CM","Navas MC","10.1371/journal.pone.0181643","2017/07/05 00:00"
"26497287","di Filippo Villa D","Navas MC","10.1186/s12985-015-0402-5","2015/10/12 00:00"
"26038461","Karlsson EA","Schultz-Cherry S","10.1038/emi.2013.20","2013/03/05 00:00"
"25989901","López RH","Gallego-Gómez JC","10.1186/s12985-015-0310-8","2015/05/13 00:00"
"31892101","Duque-Valencia J","Ruiz-Saenz J","10.3390/pathogens9010026","2019/12/16 00:00"
"28063923","Forero JE","López-Herrera A","10.1016/j.meegid.2017.01.005","2016/12/06 00:00"
"25462190","Bautista-Amorocho H","Farfán-García AE","10.1371/journal.pone.0114272","2014/11/09 00:00"
"27936462","Contreras-Gutiérrez MA","Tesh RB","10.1016/j.virol.2016.11.014","2016/11/22 00:00"
"27799634","Contreras MA","Walker PJ","10.4269/ajtmh.16-0403","2016/09/27 00:00"
"27654297","Chen R","Weaver SC","10.1128/JVI.01166-16","2016/09/01 00:00"
"27430542","Rodas JD","Weaver SC","10.4269/ajtmh.16-0091","2016/06/06 00:00"
"27103712","Jarvis MC","Marthaler DG","10.1128/genomeA.00239-16","2016/04/23 06:00"
"27622803","Báez PA","Navas MC","10.7705/biomedica.v36i0.2979","2016/02/11 00:00"
"27089253","Camacho E","Aliota MT","10.3201/eid2205.160023","2016/04/19 06:00"
"27654889","Lahon A","Rico-Hesse R","10.1371/journal.pntd.0005019","2016/09/01 00:00"
"34199978","Martinez-Gutierrez M","Ruiz-Saenz J","10.3390/v13061075","2021/05/28 00:00"
"28538739","Quick J","Loman NJ","10.1038/nprot.2017.066","2017/05/26 06:00"
"27497951","Villamil-Gómez WE","Musso D","10.1016/j.ijid.2016.07.017","2016/07/25 00:00"
"28714178","Sun D","Marthaler DG","10.1111/tbed.12669","2017/07/18 06:00"
"32580028","Calle-Tobón A","Gómez-Palacio A","10.1016/j.meegid.2020.104434","2020/06/11 00:00"
"30890183","Calderón A","Martínez C","10.1186/s12941-019-0308-y","2019/02/12 00:00"
"32366040","Giraldo-Ramirez S","Ruiz-Saenz J","10.3390/v12050500","2020/04/23 00:00"
"21827873","Lavergne A","Lacoste V","10.1016/j.meegid.2011.07.017","2011/07/22 00:00"
"16143418","Sabogal ZY","Clavijo A","10.1016/j.virusres.2005.06.016","2005/06/23 00:00"
"20951841","Alvarado Mora MV","Pinho JR","10.1016/j.meegid.2010.10.003","2010/09/22 00:00"
"23092209","Alvarado-Mora MV","Pinho JR","10.1186/1743-422X-9-244","2012/10/22 00:00"
"19846674","Alvarado Mora MV","Pinho JR","10.1099/vir.0.015958-0","2009/10/23 06:00"
"18041024","Devesa M","Pujol FH","10.1002/jmv.21024","2008/02/26 09:00"
"17063510","Toro C","Soriano V","10.1002/jmv.20744","2007/01/11 09:00"
"28302072","Fortuna C","Venturi G","10.1186/s12879-017-2320-1","2017/03/10 00:00"
"16404989","Alvarado IR","Jackwood MW","10.1637/7202-050304R.1","2006/02/28 09:00"
"21745373","Alvarado-Mora MV","Pinho JR","10.1186/1743-422X-8-345","2011/07/11 00:00"
"12237430","Rodriguez LL","Schumann KR","10.1099/0022-1317-83-10-2475","2002/10/31 04:00"
"17643540","Páez A","Rupprecht CE","10.1016/j.virusres.2007.06.008","2007/05/25 00:00"
"18287242","Jorba J","Kew O","10.1128/JVI.02354-07","2008/06/24 09:00"
"15962560","Páez A","Bóshell J","10.1017/s0950268805003699","2005/07/01 09:00"
"15780865","Rodriguez-Roche R","Guzman MG","10.1016/j.virol.2005.01.037","2005/01/06 00:00"
"10233934","Leitmeyer KC","Rico-Hesse R","10.1128/JVI.73.6.4738-4747.1999","1999/05/11 00:01"
"33692136","Mannion A","Fox JG","10.1128/JCM.03203-20","2021/02/28 00:00"
"21383187","Kennemann L","Suerbaum S","10.1073/pnas.1018444108","2011/03/09 06:00"
"23270491","Ormeño-Orrillo E","Martínez-Romero E","10.1186/1471-2164-13-735","2012/12/15 00:00"
"23569197","Naas T","Nordmann P","10.1093/jac/dkt094","2013/04/10 06:00"
"20883500","Karczmarczyk M","Fanning S","10.1111/j.1574-6968.2010.02119.x","2010/10/05 06:00"
"33400833","Muñoz AB","Vale FF","10.1111/hel.12779","2020/11/30 00:00"
"22404577","Isaza JP","Alzate JF","10.1111/j.1574-6968.2012.02540.x","2012/02/28 00:00"
"21952541","González-Pérez M","Mariño-Ramírez L","10.1128/JB.05928-11","2011/09/29 06:00"
"36239235","Ciuoderis KA","Osorio JE","10.1080/22221751.2022.2136536","2022/12/15 06:00"
"36146754","Echeverry-Bonilla DF","Ruiz-Saenz J","10.3390/v14091947","2022/08/29 00:00"
"31594511","Streicker DG","Leon B","10.1098/rspb.2019.1527","2019/10/09 06:00"
"26967127","Avendaño R","Chaves A","10.7589/2015-02-041","2016/03/12 06:00"
"20671086","Khetsuriani N","Oberste MS","10.1099/jmm.0.023028-0","2010/07/31 06:00"
"27139442","Soto-Garita C","Corrales-Aguilar E","10.4269/ajtmh.15-0835","2016/03/18 00:00"
"26575627","Drexler JF","Drosten C","10.1073/pnas.1516992112","2015/11/18 06:00"
"26047200","Calderón-Arguedas O","Taylor L","10.1111/jvec.12149","2015/06/06 06:00"
"32704383","Moreira-Soto A","Drexler JF","10.1093/ve/veaa033","2020/07/25 06:00"
